sample_id,arch_code,sample_node,MAE
318,"[5, 6, 5, 5, 0, 3]",3,1.2315309047698975
319,"[4, 0, 4, 0, 0, 1]",9,1.3321292400360107
320,"[2, 2, 4, 2, 3, 3]",4,1.285527229309082
321,"[4, 6, 0, 4, 6, 0]",1,1.3506122827529907
322,"[6, 0, 0, 0, 0, 2]",0,1.222084165
323,"[6, 6, 1, 6, 6, 3]",5,1.363656402
324,"[5, 4, 2, 6, 5, 0]",2,1.4050724506378174
325,"[6, 3, 1, 0, 2, 5]",6,1.306532025
326,"[6, 2, 2, 3, 1, 0]",1,1.225927114
327,"[6, 4, 6, 4, 3, 5]",3,1.223177671
328,"[2, 5, 2, 1, 5, 3]",8,1.440326571
329,"[2, 0, 3, 0, 1, 3]",4,1.2559243440628052
330,"[4, 4, 4, 3, 0, 6]",0,1.3953485488891602
331,"[2, 2, 1, 4, 6, 2]",1,1.30420053
332,"[6, 2, 3, 0, 1, 5]",7,1.398754596710205
333,"[2, 5, 4, 2, 1, 5]",2,1.409228563
334,"[3, 2, 2, 4, 0, 5]",0,1.2819678783416748
335,"[2, 4, 6, 1, 1, 2]",12,1.520350218
336,"[3, 6, 3, 2, 0, 5]",5,1.239125729
337,"[5, 5, 6, 2, 2, 6]",3,1.3183361291885376
338,"[1, 3, 2, 2, 1, 3]",0,1.2388399839401245
339,"[1, 0, 2, 6, 6, 2]",4,1.2458604574203491
340,"[1, 6, 5, 3, 2, 6]",2,1.3176350593566895
341,"[3, 3, 0, 6, 1, 1]",1,1.213931918144226
342,"[4, 4, 3, 1, 1, 4]",6,1.319894791
343,"[6, 5, 6, 6, 6, 2]",10,1.243965745
344,"[5, 5, 1, 3, 6, 0]",0,1.3220887184143066
345,"[5, 4, 5, 3, 5, 0]",3,1.4140853881835938
346,"[6, 5, 0, 4, 5, 3]",5,1.375879765
347,"[0, 0, 0, 6, 6, 6]",1,1.248409628868103
348,"[2, 6, 4, 4, 2, 6]",2,1.4644719362258911
349,"[6, 0, 1, 2, 4, 6]",7,1.2955732345581055
350,"[1, 5, 2, 1, 1, 2]",4,1.24630868434906
351,"[3, 4, 4, 4, 2, 6]",0,1.2382192611694336
352,"[2, 1, 3, 2, 1, 1]",11,1.2560583353042603
353,"[2, 2, 0, 6, 4, 0]",2,1.3897314071655273
354,"[1, 3, 1, 4, 4, 2]",5,1.281724811
355,"[2, 0, 1, 2, 2, 6]",1,1.3256473541259766
356,"[1, 5, 0, 5, 3, 2]",3,1.26212477684021
357,"[5, 4, 0, 0, 6, 5]",0,1.417203188
358,"[1, 3, 2, 5, 6, 3]",6,1.2696709632873535
359,"[2, 3, 3, 1, 0, 5]",1,1.3294504880905151
360,"[6, 4, 0, 5, 4, 2]",2,1.299213171005249
361,"[0, 4, 2, 1, 1, 0]",4,1.2703055143356323
362,"[3, 6, 6, 1, 3, 6]",14,1.312472939
363,"[5, 0, 1, 5, 1, 6]",0,1.33991766
